# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 18 00:44:33 2017
#
# CONSTRAINT:  where (pl_orbper not null
# CONSTRAINT:  and pl_bmassj not null
# CONSTRAINT:  and pl_radj not null
# CONSTRAINT:  and st_teff not null
# CONSTRAINT:  )
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_name:        Planet Name
#
#rowid,pl_orbper,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_teff,pl_name
3271,2.47061317,1.19700,Mass,1.247,0.80000,19h07m14.03s,286.808473,+49d18m59.0s,49.316402,5850.00,TrES-2 b
3272,1.30618581,1.91000,Mass,1.336,0.99400,17h52m07.02s,268.029265,+37d32m46.2s,37.546154,5650.00,TrES-3 b
3273,3.55392771,0.49400,Mass,1.838,0.09900,17h53m13.04s,268.304354,+37d12m42.7s,37.211849,6295.00,TrES-4 b
3274,1.48224686,1.79000,Mass,1.194,1.31000,20h20m53.24s,305.221841,+59d26m55.6s,59.448788,5171.00,TrES-5 b
3282,3.09276160,3.15000,Mass,1.080,4.14000,23h15m58.30s,348.992912,+31d27m46.3s,31.462852,4675.00,WASP-10 b
3283,2.84937500,2.03000,Mass,1.690,0.53000,04h35m50.33s,68.959728,-64d01m37.3s,-64.027039,6900.00,WASP-100 b
3284,3.58572200,0.50000,Mass,1.410,0.24000,06h33m24.26s,98.351102,-23d29m10.4s,-23.486210,6400.00,WASP-101 b
3285,0.92554200,1.49000,Mass,1.528,0.55000,16h37m15.57s,249.314868,+07d11m00.1s,7.183352,6110.00,WASP-103 b
3286,1.75541370,1.27200,Mass,1.137,1.07400,10h42m24.58s,160.602432,+07d26m06.1s,7.435026,5475.00,WASP-104 b
3287,9.28971500,1.92500,Mass,1.085,1.86000,11h05m43.14s,166.429747,-05d04m45.9s,-5.079412,6055.00,WASP-106 b
3288,3.72247470,0.48700,Mass,1.005,0.59400,03h09m28.55s,47.368964,+30d40m24.9s,30.673594,4980.00,WASP-11 b
3289,4.54216875,0.47500,Mass,1.409,0.22800,14h59m29.47s,224.872776,+46d57m36.4s,46.960117,5890.00,WASP-113 b
3290,1.54877430,1.76900,Mass,1.339,0.97000,21h50m39.46s,327.664437,+10d27m48.5s,10.463482,5940.00,WASP-114 b
3291,10.02165000,0.27550,Mass,1.021,0.34450,02h27m06.10s,36.775432,-50d17m04.3s,-50.284519,6038.00,WASP-117 b
3292,4.04604350,0.51400,Mass,1.440,0.23300,01h18m12.13s,19.550543,+02d42m10.2s,2.702824,6410.00,WASP-118 b
3293,2.49979000,1.23000,Mass,1.400,0.70000,03h43m44.03s,55.933441,-65d11m37.9s,-65.193855,5650.00,WASP-119 b
3294,1.09142030,1.47000,Mass,1.900,0.26600,06h30m32.79s,97.636640,+29d40m20.2s,29.672291,6360.00,WASP-12 b
3295,3.61127060,4.85000,Mass,1.473,2.00000,04h10m27.85s,62.616051,-45d53m53.6s,-45.898220,6450.00,WASP-120 b
3296,1.27492550,1.18300,Mass,1.865,0.24300,07h10m24.07s,107.600275,-39d05m50.6s,-39.097393,6459.00,WASP-121 b
3297,2.97764120,0.89900,Mass,1.318,0.52100,19h17m54.88s,289.478676,-32d51m40.1s,-32.861130,5740.00,WASP-123 b
3298,3.37265000,0.60000,Mass,1.240,0.43000,22h10m51.44s,332.714323,-30d44m58.8s,-30.749672,6050.00,WASP-124 b
3299,3.28880000,0.28000,Mass,0.960,0.41000,04h13m29.73s,63.373865,-69d13m36.5s,-69.226807,5800.00,WASP-126 b
3300,4.17806200,0.18000,Mass,1.370,0.09000,10h42m14.08s,160.558670,-03d50m06.2s,-3.835064,5620.00,WASP-127 b
3301,5.74814500,1.00000,Mass,0.930,1.60000,11h45m11.75s,176.298965,-42d03m50.1s,-42.063927,5900.00,WASP-129 b
3302,4.35301100,0.47700,Mass,1.389,0.22200,09h20m24.71s,140.102976,+33d52m56.8s,33.882439,5826.00,WASP-13 b
3303,11.55098000,1.23000,Mass,0.890,2.34000,13h32m25.44s,203.105988,-42d28m31.0s,-42.475273,5625.00,WASP-130 b
3304,5.32202300,0.27000,Mass,1.220,0.20000,14h00m46.45s,210.193542,-30d35m00.8s,-30.583567,6030.00,WASP-131 b
3305,7.13352100,0.41000,Mass,0.870,0.84000,14h30m26.19s,217.609131,-46d09m33.0s,-46.159180,4775.00,WASP-132 b
3306,2.17642300,1.16000,Mass,1.210,0.88000,20h58m18.09s,314.575373,-35d47m47.6s,-35.796555,5700.00,WASP-133 b
3307,1.40137940,1.90000,Mass,1.300,1.16000,17h49m08.39s,267.284974,+29d52m44.8s,29.879107,5675.00,WASP-135 b
3308,5.21535700,1.51000,Mass,1.380,0.77300,00h01m18.18s,0.325750,-08d55m34.8s,-8.926325,6260.00,WASP-136 b
3309,3.63443300,1.22000,Mass,1.090,1.20000,02h46m33.38s,41.639084,-00d27m50.1s,-0.463922,6272.00,WASP-138 b
3310,5.92426200,0.11700,Mass,0.800,0.31000,03h18m14.93s,49.562229,-41d18m07.7s,-41.302147,5310.00,WASP-139 b
3311,2.24375200,7.34100,Mass,1.281,4.65600,14h33m06.35s,218.276477,+21d53m41.0s,21.894714,6475.00,WASP-14 b
3312,2.23598350,2.44000,Mass,1.440,1.10000,04h01m32.55s,60.385620,-20d27m03.9s,-20.451092,5260.00,WASP-140 b
3313,3.31065100,2.69000,Mass,1.210,1.98000,04h47m17.86s,71.824409,-17d06m54.6s,-17.115154,5900.00,WASP-141 b
3314,2.05286800,0.84000,Mass,1.530,0.31000,09h22m01.53s,140.506393,-23d56m46.2s,-23.946169,6010.00,WASP-142 b
3315,3.75206560,0.54200,Mass,1.428,0.24700,13h55m42.71s,208.927939,-32d09m34.6s,-32.159607,6300.00,WASP-15 b
3316,3.95162050,0.57400,Mass,1.065,0.64000,13h26m37.25s,201.655192,-08d19m03.2s,-8.317560,5838.00,WASP-157 b
3317,3.11860090,0.85500,Mass,1.008,1.10400,14h18m43.93s,214.683032,-20d16m31.7s,-20.275484,5700.00,WASP-16 b
3318,3.73543800,0.48600,Mass,1.991,0.08170,15h59m50.95s,239.962306,-28d03m42.2s,-28.061733,6650.00,WASP-17 b
3319,0.94145299,10.43000,Mass,1.165,8.78000,01h37m25.03s,24.354311,-45d40m40.4s,-45.677887,6400.00,WASP-18 b
3320,0.78883899,1.06900,Mass,1.392,0.49200,09h53m40.08s,148.417002,-45d39m33.1s,-45.659191,5568.00,WASP-19 b
3321,2.15222600,0.91500,Mass,1.071,0.92000,20h30m54.13s,307.725542,+06d25m46.3s,6.429536,5200.00,WASP-2 b
3322,4.89962840,0.31100,Mass,1.462,0.13200,00h20m38.53s,5.160559,-23d56m08.6s,-23.935728,5940.00,WASP-20 b
3323,4.32248200,0.30000,Mass,1.070,0.32000,23h09m58.25s,347.492721,+18d23m45.9s,18.396086,5800.00,WASP-21 b
3324,3.53273064,0.61700,Mass,1.199,0.44400,03h31m16.33s,52.818043,-23d49m10.9s,-23.819702,6153.00,WASP-22 b
3325,2.94442560,0.88400,Mass,0.962,,06h44m30.62s,101.127587,-42d45m42.6s,-42.761826,5150.00,WASP-23 b
3326,2.34121242,1.07100,Mass,1.300,0.64800,15h08m51.74s,227.215586,+02d20m35.9s,2.343304,6075.00,WASP-24 b
3327,3.76482500,0.58000,Mass,1.220,0.42200,13h01m26.37s,195.359879,-27d31m19.9s,-27.522200,5703.00,WASP-25 b
3328,2.75660040,1.02800,Mass,1.281,0.64900,00h18m24.70s,4.602897,-15d16m02.3s,-15.267305,5939.00,WASP-26 b
3329,3.40883000,0.90700,Mass,1.213,0.67600,23h34m27.88s,353.616152,-01d34m48.2s,-1.580064,6150.00,WASP-28 b
3330,3.92272700,0.24400,Mass,0.792,0.65000,23h51m31.09s,357.879538,-39d54m24.2s,-39.906719,4800.00,WASP-29 b
3331,1.84683550,1.98000,Mass,1.400,0.95000,18h34m31.63s,278.631793,+35d39m41.5s,35.661533,6400.00,WASP-3 b
3332,3.40590960,0.47800,Mass,1.549,0.17200,11h17m45.37s,169.439021,-19d03m17.2s,-19.054773,6302.00,WASP-31 b
3333,2.71865900,3.60000,Mass,1.180,2.92600,00h15m50.80s,3.961682,+01d12m01.6s,1.200451,6100.00,WASP-32 b
3334,1.21986690,4.10000,Mass,1.497,,02h26m51.06s,36.712746,+37d33m01.7s,37.550484,7430.00,WASP-33 b
3335,4.31767820,0.59000,Mass,1.220,0.45000,11h01m35.89s,165.399561,-23d51m38.3s,-23.860636,5700.00,WASP-34 b
3336,3.16157500,0.72000,Mass,1.320,0.42600,05h04m19.63s,76.081782,-06d13m47.4s,-6.229821,5990.00,WASP-35 b
3337,1.53736596,2.36100,Mass,1.327,1.26000,08h46m19.30s,131.580405,-08d01m37.0s,-8.026946,5959.00,WASP-36 b
3338,3.57746900,1.80000,Mass,1.160,1.53000,14h47m46.56s,221.943987,+01d03m53.9s,1.064966,5800.00,WASP-37 b
3339,6.87181500,2.69100,Mass,1.094,2.74000,16h15m50.36s,243.959845,+10d01m57.2s,10.032566,6150.00,WASP-38 b
3340,4.05525900,0.28000,Mass,1.270,0.18600,14h29m18.41s,217.326702,-03d26m40.3s,-3.444534,5400.00,WASP-39 b
3341,1.33823251,1.21600,Mass,1.330,,23h34m15.08s,353.562841,-42d03m41.1s,-42.061428,5436.00,WASP-4 b
3342,3.05240400,0.94000,Mass,1.180,0.74000,12h42m28.50s,190.618736,-30d38m23.5s,-30.639870,5545.00,WASP-41 b
3344,4.98168190,0.52700,Mass,1.122,0.46400,12h51m55.57s,192.981545,-42d04m25.0s,-42.073608,5315.00,WASP-42 b
3345,0.81347500,1.78000,Mass,0.930,2.93900,10h19m38.01s,154.908372,-09d48m22.6s,-9.806276,4400.00,WASP-43 b
3346,2.42380390,0.88900,Mass,1.140,0.81100,00h15m36.76s,3.903165,-11d56m17.2s,-11.938115,5410.00,WASP-44 b
3347,3.12609600,1.00200,Mass,0.992,1.27500,00h20m57.00s,5.237497,-35d59m53.7s,-35.998260,5100.00,WASP-45 b
3348,1.43036763,1.91000,Mass,1.174,1.46700,21h14m56.88s,318.736981,-55d52m18.4s,-55.871780,5600.00,WASP-46 b
3349,4.16071000,1.21000,Mass,1.150,0.98000,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,5576.00,WASP-47 b
3351,9.09500000,0.05286,Mass,0.331,1.80000,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,5576.00,WASP-47 d
3352,0.78963600,0.02863,Mass,0.162,8.50000,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,5576.00,WASP-47 e
3353,2.14363544,0.90700,Mass,1.396,0.41500,19h24m38.96s,291.162330,+55d28m23.4s,55.473160,6000.00,WASP-48 b
3354,2.78173870,0.37800,Mass,1.115,0.36300,06h04m21.46s,91.089427,-16d57m55.1s,-16.965294,5600.00,WASP-49 b
3355,1.62842790,1.58000,Mass,1.087,1.64000,23h57m23.76s,359.348991,-41d16m37.7s,-41.277149,5700.00,WASP-5 b
3356,1.95509590,1.46800,Mass,1.153,1.27400,02h54m45.14s,43.688073,-10d53m53.1s,-10.898080,5400.00,WASP-50 b
3357,1.74977980,0.46000,Mass,1.270,0.29000,23h13m58.74s,348.494748,+08d45m40.5s,8.761262,5000.00,WASP-52 b
3358,3.30984430,2.13200,Mass,1.074,2.28000,02h07m38.21s,31.909203,-20d39m42.6s,-20.661839,4953.00,WASP-53 b
3360,3.69364110,0.63600,Mass,1.653,0.18800,13h41m49.03s,205.454308,-00d07m41.1s,-0.128076,6100.00,WASP-54 b
3361,4.46562910,0.62700,Mass,1.335,0.32900,13h35m01.95s,203.758114,-17d30m12.5s,-17.503464,6070.00,WASP-55 b
3362,4.61710100,0.57100,Mass,1.092,0.58300,12h13m27.91s,183.366285,+23d03m20.5s,23.055698,5600.00,WASP-56 b
3363,2.83891856,0.64400,Mass,1.050,0.69300,14h55m16.82s,223.820104,-02d03m27.6s,-2.057665,5600.00,WASP-57 b
3364,5.01718000,0.89000,Mass,1.370,0.45000,18h18m48.26s,274.701064,+45d10m19.3s,45.172016,5800.00,WASP-58 b
3365,7.91958500,0.86300,Mass,0.775,2.40000,23h18m29.55s,349.623126,+24d53m21.4s,24.889290,4650.00,WASP-59 b
3366,3.36100208,0.48500,Mass,1.230,0.32500,23h12m37.74s,348.157246,-22d40m26.2s,-22.673937,5375.00,WASP-6 b
3367,4.30500110,0.51400,Mass,0.860,1.10000,23h46m39.98s,356.666564,+31d09m21.4s,31.155935,5900.00,WASP-60 b
3368,3.85590000,2.06000,Mass,1.240,1.42300,05h01m11.92s,75.299663,-26d03m14.9s,-26.054144,6320.00,WASP-61 b
3369,4.41195300,0.57000,Mass,1.390,0.27900,05h48m33.59s,87.139961,-63d59m18.4s,-63.988434,6280.00,WASP-62 b
3370,4.37809000,0.38000,Mass,1.430,0.17300,06h17m20.74s,94.336431,-38d19m23.7s,-38.323257,5570.00,WASP-63 b
3371,1.57329180,1.27100,Mass,1.271,0.82300,06h44m27.61s,101.115041,-32d51m30.2s,-32.858402,5400.00,WASP-64 b
3372,2.31142430,1.55000,Mass,1.112,1.50000,08h53m17.83s,133.324304,+08d31m22.9s,8.523038,5600.00,WASP-65 b
3373,4.08605200,2.32000,Mass,1.390,1.14400,10h32m53.99s,158.224966,-34d59m23.4s,-34.989845,6580.00,WASP-66 b
3374,4.61442000,0.42000,Mass,1.400,0.21300,19h42m58.52s,295.743840,-19d56m58.5s,-19.949596,5240.00,WASP-67 b
3375,5.08429800,0.95000,Mass,1.240,0.66500,20h20m22.99s,305.095785,-19d18m52.8s,-19.314680,5911.00,WASP-68 b
3376,3.86813820,0.26000,Mass,1.057,0.29100,21h00m06.19s,315.025778,-05d05m39.9s,-5.094404,4715.00,WASP-69 b
3377,4.95465800,0.96000,Mass,1.330,0.54500,20h44m10.23s,311.042609,-39d13m31.0s,-39.225273,6400.00,WASP-7 b
3378,3.71302030,0.59000,Mass,1.164,0.49900,21h01m54.47s,315.476951,-13d25m59.6s,-13.433218,5763.00,WASP-70 A b
3379,2.90367470,2.24200,Mass,1.460,0.94000,01h57m03.20s,29.263338,+00d45m31.8s,0.758834,6059.00,WASP-71 b
3380,2.21674210,1.54610,Mass,1.270,0.96000,02h44m09.60s,41.039999,-30d10m08.5s,-30.169039,6250.00,WASP-72 b
3381,4.08722000,1.88000,Mass,1.160,1.59600,21h19m47.91s,319.949610,-58d08m56.0s,-58.148876,6036.00,WASP-73 b
3382,2.13775000,0.95000,Mass,1.560,0.33000,20h18m09.32s,304.538823,-01d04m32.4s,-1.075676,5970.00,WASP-74 b
3383,2.48419300,1.07000,Mass,1.270,0.69000,22h49m32.57s,342.385707,-10d40m32.0s,-10.675560,6100.00,WASP-75 b
3384,1.80988600,0.92000,Mass,1.830,0.20100,01h46m31.86s,26.632746,+02d42m01.9s,2.700539,6250.00,WASP-76 b
3385,1.36003090,1.76000,Mass,1.210,1.33000,02h28m37.23s,37.155115,-07d03m38.5s,-7.060681,5500.00,WASP-77 A b
3386,2.17517632,0.89000,Mass,1.700,0.23940,04h15m01.50s,63.756240,-22d06m59.2s,-22.116434,6100.00,WASP-78 b
3387,3.66238660,0.90000,Mass,2.090,0.13000,04h25m29.02s,66.370903,-30d36m01.6s,-30.600445,6600.00,WASP-79 b
3388,8.15871500,2.24400,Mass,1.038,,23h59m36.07s,359.900292,-35d01m53.0s,-35.031391,5600.00,WASP-8 b
3390,3.06785234,0.53800,Mass,0.999,0.71700,20h12m40.18s,303.167407,-02d08m39.1s,-2.144208,4143.00,WASP-80 b
3391,2.71647620,0.72900,Mass,1.429,0.33200,20h16m49.89s,304.207886,+03d17m38.6s,3.294050,5870.00,WASP-81 b
3392,2.70578200,1.24000,Mass,1.670,0.35400,04h50m38.56s,72.660671,+01d53m38.1s,1.893921,6490.00,WASP-82 b
3393,4.97125200,0.30000,Mass,1.040,0.35000,12h40m36.50s,190.152085,-19d17m03.3s,-19.284243,5510.00,WASP-83 b
3394,8.52348650,0.69400,Mass,0.942,1.10400,08h44m25.70s,131.107099,+01d51m36.1s,1.860033,5314.00,WASP-84 b
3395,2.65567770,1.26500,Mass,1.240,0.88000,11h43m38.01s,175.908380,+06d33m49.4s,6.563726,6112.00,WASP-85 A b
3396,4.95400000,0.56000,Mass,1.700,0.14600,20h38m02.69s,309.511192,-48d27m43.4s,-48.462067,6431.00,WASP-88 b
3397,3.35642270,5.90000,Mass,1.040,7.00000,20h55m35.99s,313.899962,-18d58m16.0s,-18.971106,5130.00,WASP-89 b
3398,3.91624300,0.63000,Mass,1.630,0.19300,21h02m07.67s,315.531971,+07d03m22.4s,7.056235,6430.00,WASP-90 b
3399,2.17467420,0.80500,Mass,1.461,0.34600,16h26m46.11s,246.692108,+51d02m28.0s,51.041115,6280.00,WASP-92 b
3400,2.73253210,1.47000,Mass,1.597,0.47900,00h37m50.11s,9.458792,+51d17m19.5s,51.288761,6700.00,WASP-93 b
3401,3.95019070,0.45200,Mass,1.720,0.11800,20h55m07.94s,313.783098,-34d08m08.0s,-34.135555,6153.00,WASP-94 A b
3403,2.18467300,1.13000,Mass,1.210,1.13000,22h29m49.73s,337.457189,-48d00m11.1s,-48.003086,5630.00,WASP-95 b
3404,3.42526020,0.48000,Mass,1.200,0.37000,00h04m11.12s,1.046351,-47d21m38.3s,-47.360626,5540.00,WASP-96 b
3405,2.07276000,1.32000,Mass,1.130,1.21000,01h38m25.04s,24.604338,-55d46m19.5s,-55.772083,5640.00,WASP-97 b
3406,2.96264036,0.92200,Mass,1.144,0.76400,03h53m42.91s,58.428794,-34d19m41.5s,-34.328194,5473.00,WASP-98 b
3407,5.75251000,2.78000,Mass,1.100,2.79000,02h39m35.45s,39.897688,-50d00m28.8s,-50.008003,6180.00,WASP-99 b
3410,3.35205700,4.01000,Mass,1.490,1.61000,19h35m58.37s,293.993200,+36d17m25.2s,36.290325,6250.00,WTS-1 b
3411,1.01870680,1.12000,Mass,1.363,0.54000,19h34m55.87s,293.732796,+36d48m55.8s,36.815491,5000.00,WTS-2 b
3415,3.94150685,0.92000,Mass,1.210,0.64000,16h02m11.84s,240.549350,+28d10m10.5s,28.169586,5750.00,XO-1 b
3416,2.61585922,0.59700,Mass,1.019,0.70000,07h48m06.47s,117.026968,+50d13m32.9s,50.225800,5332.00,XO-2 N b
3419,3.19152390,11.79000,Mass,1.217,8.10000,04h21m52.70s,65.469581,+57d49m01.9s,57.817181,6429.00,XO-3 b
3420,4.12508280,1.78000,Mass,1.330,,07h21m33.17s,110.388223,+58d16m05.2s,58.268108,5700.00,XO-4 b
3421,4.18775580,1.19000,Mass,1.140,1.06000,07h46m51.97s,116.716527,+39d05m40.5s,39.094578,5430.00,XO-5 b
3422,3.76500070,4.40000,Mass,2.070,0.62000,06h19m10.39s,94.793282,+73d49m39.7s,73.827682,6720.00,XO-6 b
